question,references,corpus_id,precision,recall,iou,context,ranges
What actions has President Biden urged Congress to take regarding Ukraine during his State of the Union Address?,"[{""content"": ""I say this to Congress: We have to stand up to Putin. Send me a bipartisan national security bill."", ""start_index"": 2591, ""end_index"": 2689}]",state_of_the_union,0.0,0.0,0.0,"['If anybody in this room thinks Putin will stop at Ukraine, I assure you: He will not.\n\nBut Ukraine — Ukraine can stop Putin. Ukraine can stop Putin if we stand']","[(1147, 1306)]"
"What improvements occurred in Belvidere, Illinois, as described by President Biden in his State of the Union Address?","[{""content"": ""The great comeback story is Belvidere, Illinois. Home to an auto plant for nearly 60 years. Before I came to office, the plant was on its way to shutting down. Thousands of workers feared for their livelihoods. Hope was fading."", ""start_index"": 12205, ""end_index"": 12432}, {""content"": ""Then, I was elected to office, and we raised Belvidere repeatedly with auto companies, knowing unions would make all the difference. The UAW worked like hell to keep the plant open and get these jobs back. And together, we succeeded."", ""start_index"": 12434, ""end_index"": 12667}, {""content"": ""Instead of auto factories shutting down, auto factories are reopening and a new state-of-the-art battery factory is being built to power those cars there at the same."", ""start_index"": 12669, ""end_index"": 12835}]",state_of_the_union,1.0,0.22523961661341854,0.22523961661341854,"[' story is Belvidere, Illinois. Home to an auto plant for nearly 60 years. Before I came to office, the plant was on its way to shutting down.']","[(12223, 12364)]"
"What specific measures has President Biden described to address issues related to food, healthcare, and housing pricing practices?","[{""content"": ""That\u2019s why we\u2019re cracking down on corporations that engage in price gouging and deceptive pricing, from food to healthcare to housing."", ""start_index"": 26641, ""end_index"": 26775}]",state_of_the_union,0.5580110497237569,0.753731343283582,0.4719626168224299,[' $12 billion to transform women’s health research and benefit millions of lives all across America.\n\nI know the cost of housing is so important to you. Inflation keeps coming down'],"[(17901, 18080)]"
What did President Biden express as the guiding principles for handling humanitarian aid in relation to Israel and Gaza?,"[{""content"": ""To the leadership of Israel, I say this: Humanitarian assistance cannot be a secondary consideration or a bargaining chip. Protecting and saving innocent lives has to be a priority."", ""start_index"": 41045, ""end_index"": 41226}]",state_of_the_union,0.7784090909090909,0.7569060773480663,0.6227272727272727,"['- — have a crossing in Northern Gaza.\n\nTo the leadership of Israel, I say this: Humanitarian assistance cannot be a secondary consideration or a bargaining chip. Protecting and']","[(41006, 41182)]"
"What specific veteran-related law did President Biden sign, and what is its significance?","[{""content"": ""That\u2019s why, with the strong support and help of Denis and the VA, I signed the PACT Act \u2014 one of the most significant laws ever, helping millions of veterans exposed to toxins who now are battling more than 100 different cancers."", ""start_index"": 43915, ""end_index"": 44144}]",state_of_the_union,0.9705882352941176,0.7205240174672489,0.7051282051282052,"[', I signed the PACT Act — one of the most significant laws ever, helping millions of veterans exposed to toxins who now are battling more than 100 different cancers. Many']","[(43979, 44149)]"
What significant gun safety law did President Biden mention signing during his State of the Union Address?,"[{""content"": ""I\u2019m proud we beat the NRA when I signed the most significant gun safety law in nearly 30 years because of this Congress."", ""start_index"": 37643, ""end_index"": 37763}]",state_of_the_union,0.0,0.0,0.0,"[' something by establishing the first-ever Office of Gun Violence Prevention in the White House, that the Vice President is leading the charge. Thank you for doing it.\n\nMeanwhile — meanwhile,']","[(37137, 37327)]"
What specific benefits did President Biden discuss related to healthcare under the Affordable Care Act during his State of the Union Address?,"[{""content"": ""Over 100 million of you can no longer be denied health insurance because of a preexisting condition."", ""start_index"": 16996, ""end_index"": 17096}]",state_of_the_union,0.559748427672956,0.89,0.5235294117647059,[' Affordable Care Act — the old “Obamacare” is still a very big deal.\n\nOver 100 million of you can no longer be denied health insurance because of a preexisting'],"[(16926, 17085)]"
What did President Biden pledge regarding the situation of hostages held by Hamas according to his State of the Union Address?,"[{""content"": ""Here in this chamber tonight are families whose loved ones are still being held by Hamas. I pledge to all the families that we will not rest until we bring every one of your loved ones home."", ""start_index"": 38648, ""end_index"": 38838}]",state_of_the_union,0.8152866242038217,0.6736842105263158,0.5844748858447488,[' still being held by Hamas. I pledge to all the families that we will not rest until we bring every one of your loved ones home.\n\nWe also — we will also work'],"[(38710, 38867)]"
What specific measures did President Biden propose in his address to expedite the resolution of immigration cases?,"[{""content"": ""agents and officers, 100 more immigration judges to help tackle the backload of 2 million cases, 4,300 more asylum officers, and new policies so they can resolve cases in six months instead of six years now."", ""start_index"": 28525, ""end_index"": 28732}]",state_of_the_union,0.0,0.0,0.0,"['.\n\nUnlike my predecessor, on my first day in office, I introduced a comprehensive bill to fix our immigration system. Take a look at it. It has all these and more']","[(31566, 31728)]"
What specific immigration reforms did President Biden introduce on his first day in office according to his State of the Union Address?,"[{""content"": ""Unlike my predecessor, on my first day in office, I introduced a comprehensive bill to fix our immigration system."", ""start_index"": 31569, ""end_index"": 31683}]",state_of_the_union,0.7037037037037037,1.0,0.7037037037037037,"['.\n\nUnlike my predecessor, on my first day in office, I introduced a comprehensive bill to fix our immigration system. Take a look at it. It has all these and more']","[(31566, 31728)]"
What specific measures has President Biden outlined for handling the situation with Iran as mentioned in his State of the Union Address?,"[{""content"": ""As Commander-in-Chief, I will not hesitate to direct further measures to protect our people and our military personnel."", ""start_index"": 42189, ""end_index"": 42308}]",state_of_the_union,0.0,0.0,0.0,"['- — with peace and dignity.\n\nAnd there is no other path that guarantees peace between Israel and all of its neighbors — including Saudi Arabia, with whom I’m talking.\n\nCreating']","[(41704, 41880)]"
What examples did President Biden use to illustrate the role of the middle class and unions in building America during his State of the Union Address?,"[{""content"": ""Showing once again Wall Street didn\u2019t build America. They\u2019re not bad guys. They didn\u2019t build it, though. The middle class built the country, and unions built the middle class."", ""start_index"": 13525, ""end_index"": 13700}]",state_of_the_union,0.515527950310559,0.4742857142857143,0.32806324110671936,"[' it, though. The middle class built the country, and unions built the middle class.\n\nI say to the American people: When America gets knocked down, we get back up']","[(13617, 13778)]"
What did President Biden promise to do if Congress that supports reproductive rights is elected?,"[{""content"": ""If you \u2014 if you, the American people, send me a Congress that supports the right to choose, I promise you I will restore Roe v. Wade as the law of the land again."", ""start_index"": 7048, ""end_index"": 7210}]",state_of_the_union,0.0,0.0,0.0,"['. Guarantee the right to IVF. Guarantee it nationwide.\n\nLike most Americans, I believe Roe v. Wade got it right.\n\nI thank Vice President Harris for being an incredible']","[(5274, 5441)]"
What historical voting rights legislation did President Biden refer to in his State of the Union Address that was signed into law five months following Bloody Sunday?,"[{""content"": ""Five months later, the Voting Rights Act passed and was signed into law."", ""start_index"": 33258, ""end_index"": 33330}]",state_of_the_union,0.4090909090909091,1.0,0.4090909090909091,"[' prayer and protest on that Bloody Sunday to help shake the nation’s conscience.\n\nFive months later, the Voting Rights Act passed and was signed into law.\n\nThank you. Thank you']","[(33176, 33352)]"
What specific authority does President Biden propose he and future presidents should have regarding the U.S. border in emergency situations?,"[{""content"": ""d also give me and any new president new emergency authority to temporarily shut down the border when the number of migrants at the border is overwhelming."", ""start_index"": 29010, ""end_index"": 29165}]",state_of_the_union,0.745,0.9612903225806452,0.7233009708737864,[' give me and any new president new emergency authority to temporarily shut down the border when the number of migrants at the border is overwhelming.\n\nThe Border Patrol union has endorsed this bill.\n\n'],"[(29016, 29216)]"
What specific actions has President Biden taken regarding gun violence prevention?,"[{""content"": ""Well, I did do something by establishing the first-ever Office of Gun Violence Prevention in the White House, that the Vice President is leading the charge."", ""start_index"": 37123, ""end_index"": 37279}]",state_of_the_union,0.7473684210526316,0.9102564102564102,0.696078431372549,"[' something by establishing the first-ever Office of Gun Violence Prevention in the White House, that the Vice President is leading the charge. Thank you for doing it.\n\nMeanwhile — meanwhile,']","[(37137, 37327)]"
What did President Biden emphasize about defending democracy and respecting electoral processes in his State of the Union Address?,"[{""content"": ""tood strong and democracy prevailed. We must be honest: The threat to democracy must be defended (defeated)."", ""start_index"": 3676, ""end_index"": 3784}, {""content"": ""Respect \u2014 respect free and fair elections, restore trust in our institutions, and make clear political violence has absolutely no place \u2014 no place in America. Zero place."", ""start_index"": 4229, ""end_index"": 4399}]",state_of_the_union,0.3387096774193548,0.22661870503597123,0.1571072319201995,"[', to join together and defend democracy. Remember your oath of office to defend against all threats foreign and domestic.\n\nRespect — respect free and fair elections, restore trust in our']","[(4106, 4292)]"
"What are President Biden's stated intentions regarding Social Security and Medicare, as mentioned in his State of the Union Address?","[{""content"": ""If anyone here tries to cut Social Security or Medicare or raise the retirement age, I will stop you."", ""start_index"": 25760, ""end_index"": 25861}]",state_of_the_union,0.5611111111111111,1.0,0.5611111111111111,"[' aisle want to put Social Security on the chopping block.\n\nIf anyone here tries to cut Social Security or Medicare or raise the retirement age, I will stop you.\n\nThe working people']","[(25701, 25881)]"
What specific legislative actions did President Biden mention in his State of the Union Address aimed at protecting children and veterans?,"[{""content"": ""Pass bipartisan privacy legislation to protect our children online."", ""start_index"": 43580, ""end_index"": 43647}, {""content"": ""That\u2019s why, with the strong support and help of Denis and the VA, I signed the PACT Act \u2014 one of the most significant laws ever, helping millions of veterans exposed to toxins who now are battling more than 100 different cancers."", ""start_index"": 43915, ""end_index"": 44144}]",state_of_the_union,0.9705882352941176,0.5574324324324325,0.5481727574750831,"[' (Inaudible.)\n\nTHE PRESIDENT: It was then, through no — through my American Rescue Plan — which every American (Republican) voted against, I might add —']","[(35424, 35576)]"
